datetime,pm25
2024-11-13 01:01:43.109743,93.61415283594862
2024-11-13 02:01:43.109743,85.66480988045278
2024-11-13 03:01:43.109743,95.93754959216557
2024-11-13 04:01:43.109743,107.35650206813106
2024-11-13 05:01:43.109743,85.01557635682602
2024-11-13 06:01:43.109743,85.20889776750937
2024-11-13 07:01:43.109743,108.65627355474926
2024-11-13 08:01:43.109743,98.43845903396323
2024-11-13 09:01:43.109743,82.76833738869715
2024-11-13 10:01:43.109743,95.93840363668667
2024-11-13 11:01:43.109743,83.22881415286837
2024-11-13 12:01:43.109743,83.38975703325018
2024-11-13 13:01:43.109743,92.65523716967832
2024-11-13 14:01:43.109743,65.20554335399075
2024-11-13 15:01:43.109743,67.8097082821941
2024-11-13 16:01:43.109743,82.90718795806767
2024-11-13 17:01:43.109743,77.31636400690701
2024-11-13 18:01:43.109743,94.52102686699936
2024-11-13 19:01:43.109743,79.03168266076509
2024-11-13 20:01:43.109743,72.74893463269397
2024-11-13 21:01:43.109743,109.83916577010002
2024-11-13 22:01:43.109743,88.33023336458325
2024-11-13 23:01:43.109743,92.27249060389866
2024-11-14 00:01:43.109743,73.31511745088804
2024-11-14 01:01:43.109743,84.78345143407735
2024-11-14 02:01:43.109743,93.36430026157586
2024-11-14 03:01:43.109743,77.35719958752821
2024-11-14 04:01:43.109743,97.11003895336438
2024-11-14 05:01:43.109743,84.76239741997237
2024-11-14 06:01:43.109743,88.89582343236265
2024-11-14 07:01:43.109743,85.09014792836349
2024-11-14 08:01:43.109743,116.72862154374607
2024-11-14 09:01:43.109743,92.96850966214643
2024-11-14 10:01:43.109743,79.7424991054858
2024-11-14 11:01:43.109743,104.01840737814615
2024-11-14 12:01:43.109743,77.9754187723123
2024-11-14 13:01:43.109743,96.46989059034483
2024-11-14 14:01:43.109743,68.81838091309643
2024-11-14 15:01:43.109743,77.07264092534672
2024-11-14 16:01:43.109743,96.78410093762933
2024-11-14 17:01:43.109743,103.8818540010811
2024-11-14 18:01:43.109743,96.75949492474331
2024-11-14 19:01:43.109743,93.22688267318378
2024-11-14 20:01:43.109743,90.99461747773584
2024-11-14 21:01:43.109743,76.03922155095165
2024-11-14 22:01:43.109743,85.910326457835
2024-11-14 23:01:43.109743,89.37396940253616
2024-11-15 00:01:43.109743,108.97521001954671
2024-11-15 01:01:43.109743,99.96027272057589
2024-11-15 02:01:43.109743,73.07712216485741
2024-11-15 03:01:43.109743,99.97306450550755
2024-11-15 04:01:43.109743,91.0068038932858
2024-11-15 05:01:43.109743,87.38999680733465
2024-11-15 06:01:43.109743,104.03845178415199
2024-11-15 07:01:43.109743,109.5368215519799
2024-11-15 08:01:43.109743,108.37648922022035
2024-11-15 09:01:43.109743,85.78747843521387
2024-11-15 10:01:43.109743,92.69779723057903
2024-11-15 11:01:43.109743,101.02227188644105
2024-11-15 12:01:43.109743,109.39300274980191
2024-11-15 13:01:43.109743,90.84340101497781
2024-11-15 14:01:43.109743,94.71071128459165
2024-11-15 15:01:43.109743,83.00452347734597
2024-11-15 16:01:43.109743,81.95001043463157
2024-11-15 17:01:43.109743,107.80552297600512
2024-11-15 18:01:43.109743,114.8708618634377
2024-11-15 19:01:43.109743,96.64489425654479
2024-11-15 20:01:43.109743,110.52508655272182
2024-11-15 21:01:43.109743,102.37798916299222
2024-11-15 22:01:43.109743,89.54919982517282
2024-11-15 23:01:43.109743,102.53604222956241
2024-11-16 00:01:43.109743,117.70185855126853
2024-11-16 01:01:43.109743,97.59225407993131
2024-11-16 02:01:43.109743,118.1878007035743
2024-11-16 03:01:43.109743,64.59509929693087
2024-11-16 04:01:43.109743,108.79655496110993
2024-11-16 05:01:43.109743,99.43543554376089
2024-11-16 06:01:43.109743,94.5446072649381
2024-11-16 07:01:43.109743,99.61305184863247
2024-11-16 08:01:43.109743,73.00199737786369
2024-11-16 09:01:43.109743,95.72533018714702
2024-11-16 10:01:43.109743,103.17097810779407
2024-11-16 11:01:43.109743,117.59013112484612
2024-11-16 12:01:43.109743,92.03456483539516
2024-11-16 13:01:43.109743,88.35337607866363
2024-11-16 14:01:43.109743,92.32490921728314
2024-11-16 15:01:43.109743,110.53385873355366
2024-11-16 16:01:43.109743,103.04305793437011
2024-11-16 17:01:43.109743,92.0631828143547
2024-11-16 18:01:43.109743,105.4660934567072
2024-11-16 19:01:43.109743,100.15318630836693
2024-11-16 20:01:43.109743,111.35190372997651
2024-11-16 21:01:43.109743,89.94573390598298
2024-11-16 22:01:43.109743,94.76330088764699
2024-11-16 23:01:43.109743,93.95055096854495
2024-11-17 00:01:43.109743,80.22183459067611
2024-11-17 01:01:43.109743,102.79603086610801
2024-11-17 02:01:43.109743,102.35226252398697
2024-11-17 03:01:43.109743,99.07338938336079
2024-11-17 04:01:43.109743,96.00025331052821
2024-11-17 05:01:43.109743,80.85607184975413
2024-11-17 06:01:43.109743,93.60829848809992
2024-11-17 07:01:43.109743,94.60100263328908
2024-11-17 08:01:43.109743,88.69839655244583
2024-11-17 09:01:43.109743,96.90696531006614
2024-11-17 10:01:43.109743,104.14293126403832
2024-11-17 11:01:43.109743,123.13362593543779
2024-11-17 12:01:43.109743,101.16515642684327
2024-11-17 13:01:43.109743,102.20822326073177
2024-11-17 14:01:43.109743,97.92741253320342
2024-11-17 15:01:43.109743,74.25011933827841
2024-11-17 16:01:43.109743,98.4888463187784
2024-11-17 17:01:43.109743,99.57133572157656
2024-11-17 18:01:43.109743,130.35567746287848
2024-11-17 19:01:43.109743,96.26580650615509
2024-11-17 20:01:43.109743,102.56343979905586
2024-11-17 21:01:43.109743,98.21288687646621
2024-11-17 22:01:43.109743,83.63045681301685
2024-11-17 23:01:43.109743,113.23099951647774
2024-11-18 00:01:43.109743,108.1739227846818
2024-11-18 01:01:43.109743,108.62915281359423
2024-11-18 02:01:43.109743,86.77479328135993
